,Date,visitor_neutral,PTS,home_neutral,PTS
10,2021-01-08,Grand Canyon,75,Tarleton State,72
11,2021-01-08,Hawaii,88,UC-Riverside,83
12,2021-01-08,UIC,89,Purdue-Fort Wayne,96
13,2021-01-08,IUPUI,70,Milwaukee,94
14,2021-01-08,Kennesaw State,63,Liberty,69
15,2021-01-08,Lipscomb,77,Bellarmine,72
16,2021-01-08,Long Beach State,82,Cal State Fullerton,80
17,2021-01-08,Louisiana Tech,64,Western Kentucky,66
18,2021-01-08,Manhattan,79,Quinnipiac,84
19,2021-01-08,Midwestern State,71,Stephen F. Austin,87
20,2021-01-08,Mount St. Mary's,55,St. Francis (NY),67
21,2021-01-08,Omaha,69,North Dakota State,71
22,2021-01-08,North Dakota,72,Oral Roberts,71
23,2021-01-08,North Florida,65,Jacksonville,66
24,2021-01-08,North Texas,77,UTSA,70
25,2021-01-08,Northern Kentucky,44,Cleveland State,58
26,2021-01-08,Oakland,81,Green Bay,84
27,2021-01-08,Ohio,78,Toledo,95
28,2021-01-08,Rice,89,UTEP,101
29,2021-01-08,Rider,76,Niagara,70
30,2021-01-08,Sacred Heart,68,Merrimack,62
31,2021-01-08,Saint Francis (PA),58,LIU,71
32,2021-01-08,San Jose State,64,Fresno State,79
33,2021-01-08,South Alabama,65,Coastal Carolina,78
34,2021-01-08,South Dakota,66,UMKC,64
35,2021-01-08,Southern Miss,60,Alabama-Birmingham,72
36,2021-01-08,Stetson,86,North Alabama,77
37,2021-01-08,Texas-Arlington,77,Louisiana-Monroe,64
38,2021-01-08,Utah State,82,New Mexico,46
39,2021-01-08,Western Illinois,77,South Dakota State,83
40,2021-01-08,Youngstown State,74,Wright State,72
0,2021-01-09,Gonzaga,116,Portland,88
1,2021-01-09,Baylor,67,TCU,49
2,2021-01-09,Texas,72,West Virginia,70
3,2021-01-09,Oklahoma,59,Kansas,63
4,2021-01-09,St. John's (NY),79,Creighton,97
5,2021-01-09,Tennessee,68,Texas A&M,54
6,2021-01-09,Tulane,50,Houston,71
7,2021-01-09,Ohio State,79,Rutgers,68
8,2021-01-09,Oregon,79,Utah,73
9,2021-01-09,Texas Tech,91,Iowa State,64
10,2021-01-09,Wake Forest,68,Duke,79
11,2021-01-09,Virginia,61,Boston College,49
12,2021-01-09,Akron,59,Eastern Michigan,71
13,2021-01-09,Alabama,94,Auburn,90
14,2021-01-09,Alabama State,82,Arkansas-Pine Bluff,91
15,2021-01-09,Albany (NY),64,St. Joseph's,67
16,2021-01-09,Little Rock,78,Louisiana,76
17,2021-01-09,Army,83,Holy Cross,68
18,2021-01-09,Austin Peay,74,Eastern Illinois,71
19,2021-01-09,Ball State,69,Buffalo,86
20,2021-01-09,Belmont Abbey,75,Charlotte,72
21,2021-01-09,Bowling Green State,93,Central Michigan,65
22,2021-01-09,Cal Poly,50,Cal State Bakersfield,65
23,2021-01-09,California Baptist,77,Utah Valley,81
24,2021-01-09,UC-Irvine,79,UC-San Diego,65
25,2021-01-09,Campbell,64,Longwood,58
26,2021-01-09,Chattanooga,87,Citadel,92
27,2021-01-09,Colgate,86,Boston University,79
28,2021-01-09,UConn,72,Butler,60
29,2021-01-09,Delaware,62,William & Mary,67
30,2021-01-09,Drexel,60,College of Charleston,61
31,2021-01-09,Florida Atlantic,55,Old Dominion,64
32,2021-01-09,Florida International,56,Middle Tennessee,67
33,2021-01-09,Fordham,45,Duquesne,48
34,2021-01-09,Gardner-Webb,65,Winthrop,75
35,2021-01-09,Georgetown,69,Syracuse,74
36,2021-01-09,Georgia,69,Arkansas,99
37,2021-01-09,Georgia Southern,71,Appalachian State,77
38,2021-01-09,Grand Canyon,59,Tarleton State,48
39,2021-01-09,Hartford,62,UMass-Lowell,71
40,2021-01-09,Hawaii,68,UC-Riverside,70
41,2021-01-09,Hofstra,56,Northeastern,67
42,2021-01-09,Houston Baptist,65,Lamar,71
43,2021-01-09,Idaho,67,Southern Utah,83
44,2021-01-09,Idaho State,76,Northern Arizona,70
45,2021-01-09,UIC,55,Purdue-Fort Wayne,88
46,2021-01-09,Illinois State,48,Evansville,57
47,2021-01-09,Incarnate Word,64,New Orleans,86
48,2021-01-09,IUPUI,63,Milwaukee,71
49,2021-01-09,Jacksonville State,55,Morehead State,56
50,2021-01-09,Kennesaw State,47,Liberty,76
51,2021-01-09,Kentucky,76,Florida,58
52,2021-01-09,La Salle,67,UMass,83
53,2021-01-09,Lafayette,83,Bucknell,60
54,2021-01-09,Lipscomb,65,Bellarmine,58
55,2021-01-09,Long Beach State,72,Cal State Fullerton,75
56,2021-01-09,LSU,75,Ole Miss,61
57,2021-01-09,Louisiana Tech,63,Western Kentucky,58
58,2021-01-09,Maine,54,NJIT,63
59,2021-01-09,Manhattan,45,Quinnipiac,42
60,2021-01-09,Marist,64,Monmouth,80
61,2021-01-09,UMBC,69,New Hampshire,54
62,2021-01-09,Miami (FL),64,NC State,59
63,2021-01-09,Mississippi State,84,Vanderbilt,81
64,2021-01-09,Missouri State,81,Valparaiso,68
65,2021-01-09,Montana State,76,Northern Colorado,74
66,2021-01-09,Morgan State,78,Norfolk State,74
67,2021-01-09,Navy,69,Lehigh,61
68,2021-01-09,Omaha,66,North Dakota State,80
69,2021-01-09,Nevada,67,San Diego State,69
70,2021-01-09,UNLV,80,Colorado State,83
71,2021-01-09,UNC Asheville,71,Hampton,73
72,2021-01-09,North Dakota,57,Oral Roberts,74
73,2021-01-09,North Florida,70,Jacksonville,68
74,2021-01-09,North Texas,69,UTSA,77
75,2021-01-09,Northern Illinois,58,Miami (OH),70
76,2021-01-09,Northern Kentucky,71,Cleveland State,74
77,2021-01-09,Northwest Nazarene,75,Portland State,72
78,2021-01-09,Northwestern State,78,McNeese State,75
79,2021-01-09,Oakland,78,Green Bay,87
80,2021-01-09,Oklahoma State,70,Kansas State,54
81,2021-01-09,Radford,79,Charleston Southern,64
82,2021-01-09,Rhode Island,83,VCU,68
83,2021-01-09,Rice,71,UTEP,68
84,2021-01-09,Richmond,77,George Mason,57
85,2021-01-09,Rider,55,Niagara,66
86,2021-01-09,Saint Martin's,63,Seattle,98
87,2021-01-09,Sam Houston State,91,Central Arkansas,80
88,2021-01-09,Santa Clara,66,Saint Mary's,64
89,2021-01-09,Seton Hall,76,DePaul,68
90,2021-01-09,Siena,74,Fairfield,58
91,2021-01-09,South Alabama,69,Coastal Carolina,83
92,2021-01-09,South Dakota,68,UMKC,62
93,2021-01-09,South Florida,69,East Carolina,63
94,2021-01-09,Southeastern Louisiana,67,Nicholls State,87
95,2021-01-09,Southern,61,Grambling,55
96,2021-01-09,USC,73,Arizona State,64
97,2021-01-09,Southern Miss,58,Alabama-Birmingham,62
98,2021-01-09,Stetson,66,North Alabama,73
99,2021-01-09,UT-Martin,69,Belmont,89
100,2021-01-09,Tennessee Tech,80,Eastern Kentucky,90
101,2021-01-09,Texas-Arlington,75,Louisiana-Monroe,74
102,2021-01-09,UCLA,81,Arizona,76
103,2021-01-09,Vermont,76,Binghamton,60
104,2021-01-09,Washington,78,California,84
105,2021-01-09,Washington State,60,Stanford,75
106,2021-01-09,Western Illinois,63,South Dakota State,92
107,2021-01-09,Western Michigan,54,Kent State,80
108,2021-01-09,Whitworth,67,Montana,84
109,2021-01-09,Wofford,48,UNC Greensboro,45
110,2021-01-09,Youngstown State,55,Wright State,93
0,2021-01-10,Minnesota,71,Iowa,86
1,2021-01-10,Maryland,66,Illinois,63
2,2021-01-10,Notre Dame,63,Virginia Tech,77
3,2021-01-10,Bradley,72,Northern Iowa,78
4,2021-01-10,Bucknell,76,Lafayette,87
5,2021-01-10,Campbell,69,Longwood,78
6,2021-01-10,Chowan,76,James Madison,100
7,2021-01-10,Cincinnati,76,Wichita State,82
8,2021-01-10,Colgate,89,Boston University,45
9,2021-01-10,Drexel,68,College of Charleston,73
10,2021-01-10,Gardner-Webb,83,Winthrop,91
11,2021-01-10,Hartford,75,UMass-Lowell,58
12,2021-01-10,Holy Cross,70,Army,61
13,2021-01-10,Illinois State,73,Evansville,68
14,2021-01-10,Indiana,84,Nebraska,76
15,2021-01-10,Lehigh,58,Navy,73
16,2021-01-10,Loyola (IL),71,Indiana State,76
17,2021-01-10,Maine,45,NJIT,41
18,2021-01-10,Marist,62,Monmouth,72
19,2021-01-10,UMBC,68,New Hampshire,66
20,2021-01-10,Missouri State,78,Valparaiso,68
21,2021-01-10,Morgan State,85,Norfolk State,89
22,2021-01-10,UNC Asheville,85,Hampton,77
23,2021-01-10,Providence,73,Xavier,74
24,2021-01-10,Radford,68,Charleston Southern,48
25,2021-01-10,San Francisco,60,Loyola Marymount,68
26,2021-01-10,San Jose State,65,Fresno State,80
27,2021-01-10,Siena,75,Fairfield,68
28,2021-01-10,South Carolina State,68,Florida A&M,70
29,2021-01-10,Vermont,84,Binghamton,44
0,2021-01-11,UConn,60,DePaul,53
1,2021-01-11,Boise State,83,Wyoming,60
2,2021-01-11,Bradley,75,Northern Iowa,73
3,2021-01-11,Colorado,65,Utah,58
4,2021-01-11,Loyola (IL),58,Indiana State,48
5,2021-01-11,Temple,68,SMU,79
6,2021-01-11,Texas Southern,67,Prairie View,73
0,2021-01-12,Kansas,70,Oklahoma State,75
1,2021-01-12,Wisconsin,54,Michigan,77
2,2021-01-12,Duke,67,Virginia Tech,74
3,2021-01-12,Akron,65,Northern Illinois,67
4,2021-01-12,Alabama,85,Kentucky,65
5,2021-01-12,Alabama State,64,Mississippi Valley State,51
6,2021-01-12,Alcorn State,74,Grambling,79
7,2021-01-12,Ball State,88,Bowling Green State,64
8,2021-01-12,Buffalo,85,Western Michigan,69
9,2021-01-12,Butler,57,St. John's (NY),69
10,2021-01-12,UC-Riverside,62,USC,67
11,2021-01-12,Eastern Michigan,63,Toledo,96
12,2021-01-12,Kent State,94,Central Michigan,85
13,2021-01-12,Miami (FL),62,Boston College,84
14,2021-01-12,Miami (OH),61,Ohio,78
15,2021-01-12,Ole Miss,63,Florida,72
16,2021-01-12,Providence,69,Marquette,79
17,2021-01-12,St. Joseph's,66,Davidson,80
18,2021-01-12,St. Katherine,34,UNLV,95
19,2021-01-12,Syracuse,75,UNC,81
20,2021-01-12,TCU,46,Oklahoma,82
0,2021-01-13,Texas Tech,79,Texas,77
1,2021-01-13,Louisville,77,Wake Forest,65
2,2021-01-13,Notre Dame,68,Virginia,80
3,2021-01-13,Northwestern,71,Ohio State,81
4,2021-01-13,Arkansas,76,LSU,92
5,2021-01-13,Auburn,95,Georgia,77
6,2021-01-13,Boise State,90,Wyoming,70
7,2021-01-13,Central Arkansas,69,Stephen F. Austin,95
8,2021-01-13,Duquesne,63,Dayton,72
9,2021-01-13,Furman,94,Citadel,88
10,2021-01-13,La Salle,42,George Mason,75
11,2021-01-13,Lamar,71,Sam Houston State,96
12,2021-01-13,McNeese State,61,Incarnate Word,83
13,2021-01-13,Mercer,80,Chattanooga,83
14,2021-01-13,New Mexico,72,Dixie State,63
15,2021-01-13,Nicholls State,76,Northwestern State,66
16,2021-01-13,NC State,73,Florida State,105
17,2021-01-13,North Carolina Wesleyan,58,Norfolk State,80
18,2021-01-13,Rhode Island,78,UMass,80
19,2021-01-13,St. Bonaventure,68,Fordham,54
20,2021-01-13,Texas A&M,56,Mississippi State,55
21,2021-01-13,Texas A&M-Corpus Christi,63,Southeastern Louisiana,76
22,2021-01-13,Tulsa,53,Wichita State,72
23,2021-01-13,VCU,84,George Washington,77
24,2021-01-13,Wofford,80,VMI,78
0,2021-01-14,Pepperdine,70,Gonzaga,95
1,2021-01-14,Arizona,98,Oregon State,64
2,2021-01-14,Belmont,88,Tennessee Tech,67
3,2021-01-14,BYU,62,Saint Mary's,52
4,2021-01-14,Bryant,82,Saint Francis (PA),89
5,2021-01-14,California,60,Colorado,89
6,2021-01-14,Calvin,56,Eastern Michigan,67
7,2021-01-14,Central Connecticut,48,Sacred Heart,65
8,2021-01-14,UCF,55,Temple,62
9,2021-01-14,Charleston Southern,54,UNC Asheville,92
10,2021-01-14,Colorado State,90,San Jose State,57
11,2021-01-14,Florida Atlantic,81,Florida International,79
12,2021-01-14,Hampton,69,USC Upstate,68
13,2021-01-14,LIU,77,Wagner,66
14,2021-01-14,Longwood,61,Winthrop,72
15,2021-01-14,Merrimack,57,Mount St. Mary's,77
16,2021-01-14,Morehead State,87,Eastern Illinois,61
17,2021-01-14,UNC Greensboro,87,Samford,63
18,2021-01-14,Northern Arizona,56,Montana,67
19,2021-01-14,Northern Colorado,74,Idaho,54
20,2021-01-14,Portland State,64,Montana State,71
21,2021-01-14,Presbyterian,46,Campbell,48
22,2021-01-14,Purdue,81,Indiana,69
23,2021-01-14,San Diego State,45,Utah State,57
24,2021-01-14,San Francisco,79,Portland,63
25,2021-01-14,Santa Clara,58,Pacific,79
26,2021-01-14,Southern Utah,63,Eastern Washington,75
27,2021-01-14,Stanford,65,Utah,79
28,2021-01-14,Tennessee State,64,Jacksonville State,65
29,2021-01-14,Washington,68,USC,95
30,2021-01-14,Washington State,61,UCLA,91
0,2021-01-15,Wisconsin,60,Rutgers,54
1,2021-01-15,Alabama-Birmingham,61,Charlotte,37
2,2021-01-15,Appalachian State,64,South Alabama,73
3,2021-01-15,Bellarmine,74,Florida Gulf Coast,60
4,2021-01-15,Bethesda University (CA),62,Grand Canyon,121
5,2021-01-15,Bowling Green State,76,Buffalo,69
6,2021-01-15,Bryant,72,Saint Francis (PA),63
7,2021-01-15,Cal State Bakersfield,60,Hawaii,55
8,2021-01-15,UC-Riverside,86,Cal Poly,51
9,2021-01-15,UC-San Diego,52,UCSB,69
10,2021-01-15,Charleston Southern,75,UNC Asheville,83
11,2021-01-15,Cleveland State,66,Wright State,64
12,2021-01-15,Dixie State,49,Texas-Rio Grande Valley,82
13,2021-01-15,Duquesne,48,St. Bonaventure,62
14,2021-01-15,Fairfield,63,Marist,73
15,2021-01-15,Fresno State,57,Nevada,73
16,2021-01-15,Green Bay,61,Detroit,86
17,2021-01-15,Hampton,84,USC Upstate,74
18,2021-01-15,Hofstra,56,Delaware,74
19,2021-01-15,Purdue-Fort Wayne,81,Milwaukee,72
20,2021-01-15,IUPUI,74,Northern Kentucky,69
21,2021-01-15,Liberty,59,Stetson,65
22,2021-01-15,LIU,74,Wagner,76
23,2021-01-15,Longwood,50,Winthrop,70
24,2021-01-15,Louisiana,86,Texas-Arlington,91
25,2021-01-15,Louisiana-Monroe,72,Arkansas State,74
26,2021-01-15,Marshall,73,Western Kentucky,81
27,2021-01-15,Merrimack,52,Mount St. Mary's,63
28,2021-01-15,Middle Tennessee,54,Southern Miss,84
29,2021-01-15,Niagara,49,Manhattan,58
30,2021-01-15,North Alabama,66,Kennesaw State,43
31,2021-01-15,North Dakota State,62,North Dakota,45
32,2021-01-15,North Florida,72,Lipscomb,84
33,2021-01-15,Old Dominion,59,Rice,69
34,2021-01-15,Oral Roberts,88,Denver,84
35,2021-01-15,Presbyterian,51,Campbell,73
36,2021-01-15,Quinnipiac,80,Monmouth,92
37,2021-01-15,Robert Morris,53,UIC,67
38,2021-01-15,Siena,78,Rider,69
39,2021-01-15,Tarleton State,74,California Baptist,83
40,2021-01-15,UTEP,33,North Texas,63
41,2021-01-15,UTSA,66,Louisiana Tech,77
42,2021-01-15,Texas State,63,Little Rock,59
43,2021-01-15,Troy,64,Georgia Southern,67
44,2021-01-15,Utah Valley,93,Seattle,92
45,2021-01-15,Wingate,58,Maryland,100
46,2021-01-15,Youngstown State,65,Oakland,82
0,2021-01-16,Gonzaga,73,Saint Mary's,59
1,2021-01-16,Baylor,68,Texas Tech,60
2,2021-01-16,Kansas State,67,Texas,82
3,2021-01-16,Michigan,57,Minnesota,75
4,2021-01-16,Creighton,66,Butler,70
5,2021-01-16,Vanderbilt,61,Tennessee,81
6,2021-01-16,Virginia,85,Clemson,50
7,2021-01-16,Ohio State,87,Illinois,81
8,2021-01-16,Louisville,72,Miami (FL),78
9,2021-01-16,Missouri,68,Texas A&M,52
10,2021-01-16,Alabama-Birmingham,55,Charlotte,70
11,2021-01-16,Alabama State,63,Alabama A&M,70
12,2021-01-16,American,86,Navy,87
13,2021-01-16,Appalachian State,83,South Alabama,77
14,2021-01-16,Arizona State,79,Oregon State,80
15,2021-01-16,Arkansas,59,Alabama,90
16,2021-01-16,Arkansas-Pine Bluff,53,Southern,88
17,2021-01-16,Army,79,Boston University,59
18,2021-01-16,Bellarmine,80,Florida Gulf Coast,63
19,2021-01-16,Belmont,98,Jacksonville State,91
20,2021-01-16,Bethesda University (CA),47,Grand Canyon,98
21,2021-01-16,Boston College,70,Notre Dame,80
22,2021-01-16,BYU,72,San Francisco,63
23,2021-01-16,Cal State Bakersfield,83,Hawaii,72
24,2021-01-16,Cal State Northridge,86,Cal State Fullerton,85
25,2021-01-16,California,72,Utah,63
26,2021-01-16,UC-Riverside,70,Cal Poly,53
27,2021-01-16,UC-San Diego,53,UCSB,84
28,2021-01-16,Citadel,103,VMI,110
29,2021-01-16,Cleveland State,49,Wright State,85
30,2021-01-16,Coastal Carolina,68,Georgia State,71
31,2021-01-16,Colorado State,88,San Jose State,61
32,2021-01-16,Coppin State,72,Morgan State,92
33,2021-01-16,Davidson,77,La Salle,53
34,2021-01-16,Dixie State,65,Texas-Rio Grande Valley,72
35,2021-01-16,ETSU,66,Furman,78
36,2021-01-16,Eastern Kentucky,93,Eastern Illinois,85
37,2021-01-16,Eastern Michigan,64,Central Michigan,75
38,2021-01-16,Evansville,60,Bradley,69
39,2021-01-16,Fairfield,55,Marist,52
40,2021-01-16,Florida,69,Mississippi State,72
41,2021-01-16,Florida International,63,Florida Atlantic,107
42,2021-01-16,George Mason,60,Rhode Island,80
43,2021-01-16,Georgia,78,Ole Miss,74
44,2021-01-16,Grambling,78,Texas Southern,72
45,2021-01-16,Green Bay,65,Detroit,68
46,2021-01-16,Hartford,70,UMBC,63
47,2021-01-16,Holy Cross,55,Colgate,95
48,2021-01-16,Houston Baptist,80,Sam Houston State,87
49,2021-01-16,Indiana State,73,Illinois State,65
50,2021-01-16,Purdue-Fort Wayne,81,Milwaukee,74
51,2021-01-16,IUPUI,65,Northern Kentucky,63
52,2021-01-16,James Madison,81,Towson,72
53,2021-01-16,Kent State,89,Ohio,79
54,2021-01-16,Kentucky,59,Auburn,66
55,2021-01-16,Lehigh,70,Bucknell,75
56,2021-01-16,Liberty,68,Stetson,58
57,2021-01-16,Louisiana,68,Texas-Arlington,51
58,2021-01-16,Louisiana-Monroe,72,Arkansas State,93
59,2021-01-16,Loyola Marymount,49,Pacific,58
60,2021-01-16,Loyola (MD),75,Lafayette,77
61,2021-01-16,Maine,30,Vermont,65
62,2021-01-16,Marquette,73,St. John's (NY),71
63,2021-01-16,UMass-Lowell,92,Binghamton,78
64,2021-01-16,McNeese State,84,New Orleans,99
65,2021-01-16,Middle Tennessee,59,Southern Miss,64
66,2021-01-16,Mississippi Valley State,59,Alcorn State,71
67,2021-01-16,Morehead State,64,Southeast Missouri State,50
68,2021-01-16,Murray State,79,UT-Martin,57
69,2021-01-16,New Hampshire,81,Stony Brook,64
70,2021-01-16,New Mexico,54,UNLV,77
71,2021-01-16,Niagara,55,Manhattan,58
72,2021-01-16,Nicholls State,74,Central Arkansas,72
73,2021-01-16,NJIT,75,Albany (NY),83
74,2021-01-16,Norfolk State,87,Delaware State,76
75,2021-01-16,North Alabama,66,Kennesaw State,64
76,2021-01-16,UNC,75,Florida State,82
77,2021-01-16,UNC Greensboro,82,Samford,70
78,2021-01-16,North Dakota State,78,North Dakota,82
79,2021-01-16,North Florida,72,Lipscomb,67
80,2021-01-16,Northeastern,67,College of Charleston,62
81,2021-01-16,Northern Arizona,62,Montana,58
82,2021-01-16,Northern Colorado,75,Idaho,61
83,2021-01-16,Northern Illinois,58,Ball State,78
84,2021-01-16,Northern Iowa,57,Loyola (IL),72
85,2021-01-16,Old Dominion,61,Rice,58
86,2021-01-16,Oral Roberts,91,Denver,82
87,2021-01-16,Portland,65,Pepperdine,80
88,2021-01-16,Portland State,64,Montana State,69
89,2021-01-16,Quinnipiac,63,Monmouth,70
90,2021-01-16,Robert Morris,62,UIC,66
91,2021-01-16,San Diego State,59,Utah State,64
92,2021-01-16,Siena,74,Rider,72
93,2021-01-16,South Carolina,80,LSU,85
94,2021-01-16,Southeastern Louisiana,42,Abilene Christian,76
95,2021-01-16,Southern Utah,99,Eastern Washington,94
96,2021-01-16,Stanford,64,Colorado,77
97,2021-01-16,Stephen F. Austin,83,Incarnate Word,65
98,2021-01-16,Syracuse,76,Pitt,96
99,2021-01-16,Tarleton State,67,California Baptist,73
100,2021-01-16,Temple,65,Tulane,57
101,2021-01-16,Tennessee State,71,Tennessee Tech,74
102,2021-01-16,UTEP,65,North Texas,74
103,2021-01-16,UTSA,66,Louisiana Tech,82
104,2021-01-16,Texas State,67,Little Rock,56
105,2021-01-16,Toledo,94,Akron,95
106,2021-01-16,Troy,56,Georgia Southern,63
107,2021-01-16,Valparaiso,58,DePaul,77
108,2021-01-16,Washington,76,UCLA,81
109,2021-01-16,Washington State,77,USC,85
110,2021-01-16,Western Carolina,76,Mercer,78
111,2021-01-16,William & Mary,58,Drexel,82
112,2021-01-16,Wofford,77,Chattanooga,59
113,2021-01-16,Wyoming,69,Air Force,72
114,2021-01-16,Yellowstone Christian,44,Weber State,124
115,2021-01-16,Youngstown State,74,Oakland,81
0,2021-01-17,Iowa,96,Northwestern,73
1,2021-01-17,UCF,58,Houston,75
2,2021-01-17,Virginia Tech,64,Wake Forest,60
3,2021-01-17,American,59,Navy,71
4,2021-01-17,Army,76,Boston University,65
5,2021-01-17,Bucknell,77,Lehigh,61
6,2021-01-17,Cal State Northridge,77,Cal State Fullerton,85
7,2021-01-17,Coppin State,89,Morgan State,79
8,2021-01-17,Dayton,67,George Washington,54
9,2021-01-17,Evansville,55,Bradley,86
10,2021-01-17,Fresno State,65,Nevada,79
11,2021-01-17,Hartford,49,UMBC,57
12,2021-01-17,Hofstra,68,Delaware,67
13,2021-01-17,Holy Cross,87,Colgate,96
14,2021-01-17,Indiana State,74,Illinois State,68
15,2021-01-17,Lafayette,72,Loyola (MD),70
16,2021-01-17,Maine,60,Vermont,88
17,2021-01-17,UMass,65,Fordham,46
18,2021-01-17,UMass-Lowell,77,Binghamton,67
19,2021-01-17,Memphis,57,Tulsa,58
20,2021-01-17,Missouri S&T,49,Missouri State,94
21,2021-01-17,New Hampshire,67,Stony Brook,64
22,2021-01-17,NJIT,71,Albany (NY),83
23,2021-01-17,Norfolk State,83,Delaware State,79
24,2021-01-17,Northeastern,68,College of Charleston,66
25,2021-01-17,Northern Iowa,46,Loyola (IL),88
26,2021-01-17,Penn State,72,Purdue,80
27,2021-01-17,Sacramento State,56,Idaho State,57
28,2021-01-17,Santa Clara,69,San Diego,63
29,2021-01-17,Tarleton State,79,Weber State,94
30,2021-01-17,Western Kentucky,69,Marshall,67
31,2021-01-17,William & Mary,69,Drexel,64
0,2021-01-18,Kansas,69,Baylor,77
1,2021-01-18,St. John's (NY),74,UConn,70
2,2021-01-18,Arkansas-Pine Bluff,48,Alcorn State,82
3,2021-01-18,Citadel,73,UNC Greensboro,87
4,2021-01-18,Florida State,78,Louisville,65
5,2021-01-18,Grambling,50,Prairie View,59
6,2021-01-18,Mississippi Valley State,61,Southern,102
7,2021-01-18,New Mexico,46,UNLV,53
8,2021-01-18,UNC Wilmington,69,Towson,72
9,2021-01-18,Sacramento State,70,Idaho State,65
10,2021-01-18,St. Joseph's,83,La Salle,90
11,2021-01-18,VMI,81,ETSU,92
12,2021-01-18,Western Carolina,78,Samford,82
13,2021-01-18,Wyoming,77,Air Force,58
0,2021-01-19,Seton Hall,74,Villanova,76
1,2021-01-19,Tennessee,49,Florida,75
2,2021-01-19,Maryland,63,Michigan,87
3,2021-01-19,Purdue,67,Ohio State,65
4,2021-01-19,Alabama,105,LSU,75
5,2021-01-19,South Carolina,70,Missouri,81
6,2021-01-19,Penn State,65,Illinois,79
7,2021-01-19,Akron,69,Bowling Green State,57
8,2021-01-19,Ball State,71,Miami (OH),81
9,2021-01-19,Buffalo,81,Kent State,84
10,2021-01-19,Butler,67,DePaul,53
11,2021-01-19,Central Michigan,72,Toledo,89
12,2021-01-19,Colorado State,64,Utah State,83
13,2021-01-19,Duke,73,Pitt,79
14,2021-01-19,High Point,54,Longwood,75
15,2021-01-19,Kansas State,50,Oklahoma,76
16,2021-01-19,Miami (FL),57,Syracuse,83
17,2021-01-19,Ole Miss,64,Mississippi State,46
18,2021-01-19,UNC Asheville,79,Gardner-Webb,75
19,2021-01-19,UNC Wilmington,74,Towson,78
20,2021-01-19,Radford,97,Campbell,91
21,2021-01-19,San Diego,69,Loyola Marymount,72
22,2021-01-19,Southeast Missouri State,63,Tennessee State,59
23,2021-01-19,USC,56,Oregon State,58
24,2021-01-19,Winthrop,72,Presbyterian,58
0,2021-01-20,Tulsa,59,Houston,86
1,2021-01-20,Northwestern,52,Wisconsin,68
2,2021-01-20,Providence,74,Creighton,70
3,2021-01-20,Clemson,65,Georgia Tech,83
4,2021-01-20,Abilene Christian,57,Sam Houston State,64
5,2021-01-20,Auburn,73,Arkansas,75
6,2021-01-20,Bradley,56,Illinois State,71
7,2021-01-20,Chattanooga,70,Samford,64
8,2021-01-20,Colorado,80,Washington,84
9,2021-01-20,ETSU,59,Western Carolina,48
10,2021-01-20,Fordham,58,Davidson,73
11,2021-01-20,Fresno State,51,Boise State,73
12,2021-01-20,Furman,73,VMI,74
13,2021-01-20,High Point,54,Longwood,67
14,2021-01-20,Kentucky,62,Georgia,63
15,2021-01-20,Loyola (IL),75,Valparaiso,39
16,2021-01-20,Mercer,83,Citadel,63
17,2021-01-20,Nicholls State,92,Houston Baptist,83
18,2021-01-20,UNC Asheville,57,Gardner-Webb,84
19,2021-01-20,Northwestern State,74,Stephen F. Austin,86
20,2021-01-20,Radford,67,Campbell,61
21,2021-01-20,Rhode Island,69,Duquesne,71
22,2021-01-20,St. Joseph's,85,George Mason,87
23,2021-01-20,San Diego Christian,37,California Baptist,89
24,2021-01-20,Southeastern Louisiana,92,McNeese State,88
25,2021-01-20,Texas A&M-Corpus Christi,68,New Orleans,87
26,2021-01-20,VCU,54,St. Bonaventure,70
27,2021-01-20,Wake Forest,73,UNC,80
28,2021-01-20,Winthrop,78,Presbyterian,66
0,2021-01-21,Indiana,81,Iowa,69
1,2021-01-21,UCLA,61,California,57
2,2021-01-21,Arizona,84,Arizona State,82
3,2021-01-21,Benedictine,45,UNLV,99
4,2021-01-21,Bowling Green State,77,Miami (OH),96
5,2021-01-21,Central Michigan,67,Akron,81
6,2021-01-21,Colorado State,84,Utah State,76
7,2021-01-21,Eastern Illinois,66,Belmont,79
8,2021-01-21,Eastern Michigan,77,Buffalo,92
9,2021-01-21,Eastern Washington,76,Northern Colorado,78
10,2021-01-21,Fairleigh Dickinson,51,Merrimack,62
11,2021-01-21,Idaho State,64,Portland State,57
12,2021-01-21,Jacksonville State,85,Murray State,82
13,2021-01-21,Montana,78,Sacramento State,66
14,2021-01-21,Montana State,62,Northern Arizona,51
15,2021-01-21,Mount St. Mary's,67,Central Connecticut,57
16,2021-01-21,Pacific,68,Pepperdine,85
17,2021-01-21,Portland,67,BYU,95
18,2021-01-21,Rutgers,67,Penn State,75
19,2021-01-21,Saint Francis (PA),76,Sacred Heart,58
20,2021-01-21,Saint Mary's,65,Loyola Marymount,61
21,2021-01-21,San Francisco,73,Santa Clara,50
22,2021-01-21,San Jose State,51,New Mexico,67
23,2021-01-21,Southeast Missouri State,65,Morehead State,76
24,2021-01-21,SIU-Edwardsville,67,Tennessee State,65
25,2021-01-21,Southern Utah,67,Weber State,91
26,2021-01-21,St. Mary's (MD),41,Morgan State,99
27,2021-01-21,UT-Martin,73,Eastern Kentucky,113
