,Date,Home,Away,Line
62,2021-02-20 17:00:00,Texas Christian,Kansas State,-7
63,2021-02-20 17:00:00,Fairfield,Canisius,5.5
64,2021-02-20 17:30:00,Nebraska,Purdue,7.5
65,2021-02-20 17:30:00,Georgetown,Seton Hall,4.5
66,2021-02-20 18:00:00,North Carolina,Louisville,-4.5
67,2021-02-20 18:00:00,Southern California,Arizona,-6
68,2021-02-20 18:00:00,SE Missouri St.,Eastern Kentucky,5.5
69,2021-02-20 18:00:00,Mississippi,Mississippi State,-7
70,2021-02-20 18:00:00,Nicholls State,Central Arkansas,-11.5
71,2021-02-20 18:00:00,Northern Illinois,Miami (OH),5
72,2021-02-20 18:00:00,Iowa State,Oklahoma,11.5
73,2021-02-20 18:00:00,Santa Clara,Pepperdine,4
74,2021-02-20 19:00:00,CSU Northridge,Hawaii,4
75,2021-02-20 19:00:00,Long Beach St.,Cal Poly SLO,-7.5
76,2021-02-20 19:00:00,Iona,Monmouth-NJ,-1.5
77,2021-02-20 19:00:00,Wagner,St. Francis (PA),-5.5
78,2021-02-20 19:00:00,LIU,Central Conn. St.,-10
79,2021-02-20 19:30:00,St. John's,DePaul,-11
80,2021-02-20 20:00:00,Saint Peter's,Marist,-7.5
81,2021-02-20 20:00:00,Oregon St.,Colorado,6.5
82,2021-02-20 20:00:00,Kansas City,Denver,-9.5
83,2021-02-20 20:00:00,Lipscomb,Kennesaw St.,-12.5
84,2021-02-20 20:00:00,Nebraska Omaha,North Dakota,-1.5
85,2021-02-20 20:00:00,Illinois-Chicago,Green Bay,-1.5
86,2021-02-20 20:00:00,Duke,Virginia,2.5
87,2021-02-20 20:00:00,UC San Diego,UC Riverside,7.5
88,2021-02-20 20:00:00,Gonzaga,San Diego,-33
89,2021-02-20 20:30:00,Murray St.,SIU Edwardsville,-18.5
90,2021-02-20 20:30:00,North Dakota State,South Dakota State,-1.5
91,2021-02-20 21:00:00,Oregon,Utah,-9
92,2021-02-20 21:00:00,New Mexico St.,Utah Valley,-8
93,2021-02-20 21:00:00,Grand Canyon,California Baptist,-9.5
94,2021-02-20 21:00:00,Dixie State,Tarleton State,2.5
95,2021-02-20 22:00:00,UC Santa Barbara,CSU Bakersfield,-8
96,2021-02-20 22:00:00,Washington,California,-1
97,2021-02-20 22:00:00,UCLA,Arizona State,-7.5
98,2021-02-20 12:00:00,Northeastern,UNC Wilmington,
99,2021-02-20 12:00:00,Liberty,North Alabama,
100,2021-02-20 12:00:00,Florida State,Virginia Tech,
101,2021-02-20 12:00:00,Southern Methodist,South Florida,
102,2021-02-20 12:30:00,Saint Joseph's,Davidson,
103,2021-02-20 13:00:00,Drexel,Towson,
104,2021-02-20 13:00:00,Hofstra,Charleston,
105,2021-02-20 13:00:00,Delaware State,Morgan St.,
106,2021-02-20 14:00:00,Florida International,Southern Miss,-3.5
107,2021-02-20 14:30:00,Florida Atlantic,Texas-El Paso,
108,2021-02-20 16:00:00,Lafayette,Bucknell,-2.5
109,2021-02-20 16:00:00,Baylor,Oklahoma State,
110,2021-02-20 24:59:59,Monmouth-NJ,Fairfield,
111,2021-02-20 17:00:00,McNeese St.,New Orleans,
112,2021-02-20 17:00:00,Southeastern Louisiana,Abilene Christian,
113,2021-02-20 17:00:00,UL Lafayette,Texas-Arlington,
114,2021-02-20 17:00:00,North Texas,Western Kentucky,
115,2021-02-20 17:30:00,Southern,Alabama A&M,
116,2021-02-20 17:30:00,Stephen F. Austin,Incarnate Word,
117,2021-02-20 18:00:00,South Carolina State,North Carolina Central,
118,2021-02-20 18:00:00,Delaware,James Madison,
119,2021-02-20 18:30:00,Jackson State,Grambling State,
120,2021-02-20 18:30:00,Alcorn St.,Alabama St.,
121,2021-02-20 19:00:00,Florida Gulf Coast,Jacksonville,
122,2021-02-20 20:00:00,Houston Baptist,Sam Houston St.,8.5
123,2021-02-20 20:30:00,Texas A&M,Arkansas,
124,2021-02-20 20:30:00,Nevada,Colorado St.,
0,2021-02-21 11:30:00,George Washington,Rhode Island,9
1,2021-02-21 12:00:00,Niagara,Siena,
2,2021-02-21 13:00:00,Houston,Cincinnati,-13
3,2021-02-21 13:00:00,Ohio St.,Michigan,-1
4,2021-02-21 13:00:00,Colgate,Boston U,
5,2021-02-21 13:00:00,Coastal Carolina,Georgia Southern,-7.5
6,2021-02-21 13:00:00,Quinnipiac,Rider,
7,2021-02-21 14:00:00,St. Francis (BKN),Sacred Heart,
8,2021-02-21 14:00:00,Fairleigh Dickinson,Mount St. Mary's,
9,2021-02-21 14:00:00,Albany,Stony Brook,
10,2021-02-21 14:00:00,Temple,South Florida,0
11,2021-02-21 15:00:00,NJIT,Binghamton,
12,2021-02-21 15:00:00,Holy Cross,Army,
13,2021-02-21 15:00:00,Rutgers,Maryland,-4.5
14,2021-02-21 15:30:00,St. Bonaventure,Davidson,-5
15,2021-02-21 16:00:00,Merrimack,Bryant,
16,2021-02-21 16:00:00,Wagner,St. Francis (PA),
17,2021-02-21 16:00:00,San Jose St.,UNLV,13.5
18,2021-02-21 16:00:00,LIU,Central Conn. St.,
19,2021-02-21 16:00:00,Drake,Evansville,-12.5
20,2021-02-21 16:00:00,Florida A&M,North Carolina A&T,
21,2021-02-21 16:30:00,South Dakota,Oral Roberts,
22,2021-02-21 17:00:00,UL Monroe,Little Rock,4
23,2021-02-21 17:00:00,Iowa,Penn St.,-11.5
24,2021-02-21 17:00:00,Southern Illinois,Valparaiso,-1
25,2021-02-21 17:00:00,Texas Southern,Prairie View A&M,
26,2021-02-21 18:00:00,Texas Rio Grande Valley,Dallas Christian,
27,2021-02-21 18:00:00,American U.,Navy,
28,2021-02-21 18:00:00,Loyola (MD),Lehigh,
29,2021-02-21 19:00:00,Northwestern,Wisconsin,6.5
30,2021-02-21 19:00:00,Ball St.,Western Michigan,-7
31,2021-02-21 19:00:00,Xavier,Butler,-8.5
32,2021-02-21 12:00:00,Northeastern,UNC Wilmington,
33,2021-02-21 12:00:00,Liberty,North Alabama,
34,2021-02-21 12:00:00,East Carolina,Wichita St.,
35,2021-02-21 13:00:00,Delaware State,Morgan St.,
36,2021-02-21 13:00:00,Drexel,Towson,
37,2021-02-21 13:00:00,Hofstra,Charleston,
38,2021-02-21 15:00:00,Memphis,Temple,
39,2021-02-21 17:00:00,Delaware,James Madison,
40,2021-02-21 17:00:00,Florida Atlantic,Texas-El Paso,0
41,2021-02-21 18:00:00,South Carolina State,North Carolina Central,
42,2021-02-21 18:00:00,Pittsburgh,Clemson,
43,2021-02-21 18:00:00,Bucknell,Lafayette,
0,2021-02-22 15:00:00,SE Missouri St.,Eastern Kentucky,
1,2021-02-22 17:00:00,UL Monroe,Little Rock,
2,2021-02-22 17:30:00,Jackson State,Grambling State,
3,2021-02-22 18:00:00,UL Lafayette,Texas-Arlington,
4,2021-02-22 18:00:00,SIU Edwardsville,Morehead St.,
5,2021-02-22 18:00:00,Saint Mary's,Pepperdine,
6,2021-02-22 19:00:00,Samford,Wofford,
7,2021-02-22 19:00:00,Drake,Evansville,
8,2021-02-22 19:00:00,Mercer,The Citadel,
9,2021-02-22 19:00:00,Duke,Syracuse,
10,2021-02-22 19:00:00,Southern Illinois,Valparaiso,
11,2021-02-22 19:00:00,Elon University,William & Mary,-2.5
12,2021-02-22 19:00:00,Arkansas St.,Texas State,
13,2021-02-22 19:00:00,Furman,VMI,
14,2021-02-22 19:00:00,Western Carolina,UNC Greensboro,
15,2021-02-22 19:00:00,Charleston Southern,South Carolina Upstate,
16,2021-02-22 19:30:00,Texas A&M-CC,Southeastern Louisiana,
17,2021-02-22 19:30:00,Northwestern St.,Houston Baptist,
18,2021-02-22 20:00:00,Lamar,Sam Houston St.,8.5
19,2021-02-22 20:00:00,New Orleans,Central Arkansas,
20,2021-02-22 20:30:00,Southern,Alabama St.,
21,2021-02-22 20:30:00,Alcorn St.,Alabama A&M,
22,2021-02-22 21:00:00,Oklahoma State,Texas Tech,
23,2021-02-22 21:00:00,Southern California,Stanford,
24,2021-02-22 21:30:00,Air Force,New Mexico,
25,2021-02-22 24:59:59,Nevada,Colorado St.,
26,2021-02-22 18:00:00,Florida Atlantic,Texas-El Paso,
27,2021-02-22 19:00:00,Utah,Oregon St.,
0,2021-02-23 13:00:00,Richmond,Massachusetts,
1,2021-02-23 14:00:00,Ohio,Akron,
2,2021-02-23 15:00:00,San Diego,Pacific,
3,2021-02-23 17:00:00,Northern Illinois,Buffalo,
4,2021-02-23 17:00:00,Georgia St.,Appalachian St.,
5,2021-02-23 18:00:00,VCU,Saint Louis,
6,2021-02-23 19:00:00,Presbyterian,Charleston Southern,
7,2021-02-23 19:00:00,Michigan St,Illinois,
8,2021-02-23 19:00:00,Virginia Tech,Georgia Tech,
9,2021-02-23 19:00:00,Louisville,Notre Dame,
10,2021-02-23 19:00:00,Texas Christian,West Virginia,
11,2021-02-23 19:00:00,Georgia,Louisiana State,
12,2021-02-23 19:00:00,Auburn,Florida,
13,2021-02-23 19:00:00,Prairie View A&M,Arkansas-Pine Bluff,
14,2021-02-23 19:00:00,Campbell,High Point,
15,2021-02-23 19:00:00,Eastern Michigan,Bowling Green,
16,2021-02-23 19:30:00,Texas Southern,Mississippi Valley State,
17,2021-02-23 20:00:00,Baylor,Iowa State,
18,2021-02-23 20:00:00,Villanova,St. John's,
19,2021-02-23 20:00:00,Nebraska,Penn St.,
20,2021-02-23 21:00:00,Arizona State,Washington,
21,2021-02-23 21:00:00,Texas,Kansas,
22,2021-02-23 21:00:00,Georgetown,Connecticut,
23,2021-02-23 21:00:00,Missouri,Mississippi,
24,2021-02-23 21:00:00,Kansas State,Oklahoma,
25,2021-02-23 13:00:00,Richmond,Fordham,
26,2021-02-23 18:00:00,Winthrop,Hampton,
27,2021-02-23 19:00:00,Southern Methodist,Central Florida,
28,2021-02-23 19:00:00,Kentucky,Texas A&M,
29,2021-02-23 21:00:00,Boston College,North Carolina,
0,2021-02-24 12:00:00,Boston U,Holy Cross,
1,2021-02-24 14:00:00,Ball St.,Kent St.,
2,2021-02-24 14:30:00,Southern,Alabama A&M,
3,2021-02-24 16:00:00,Quinnipiac,Saint Peter's,
4,2021-02-24 16:30:00,Wake Forest,Clemson,
5,2021-02-24 17:00:00,North Carolina Central,North Carolina A&T,
6,2021-02-24 17:00:00,Marist,Iona,
7,2021-02-24 17:00:00,Davidson,St. Bonaventure,
8,2021-02-24 18:00:00,George Mason,George Washington,
9,2021-02-24 18:00:00,Saint Joseph's,Dayton,
10,2021-02-24 18:00:00,Longwood,Hampton,
11,2021-02-24 18:00:00,Air Force,New Mexico,
12,2021-02-24 18:30:00,Virginia,NC State,
13,2021-02-24 19:00:00,Presbyterian,Charleston Southern,
14,2021-02-24 19:00:00,Loyola (MD),American U.,
15,2021-02-24 19:00:00,Butler,Seton Hall,
16,2021-02-24 19:00:00,Siena,Manhattan,
17,2021-02-24 19:00:00,South Florida,Temple,
18,2021-02-24 19:00:00,Mississippi State,South Carolina,
19,2021-02-24 19:00:00,La Salle,Duquesne,
20,2021-02-24 19:00:00,VMI,East Tennessee St.,
21,2021-02-24 19:00:00,Furman,The Citadel,
22,2021-02-24 19:00:00,Mercer,Chattanooga,
23,2021-02-24 19:00:00,UNC Greensboro,Western Carolina,
24,2021-02-24 19:00:00,North Carolina,Marquette,
25,2021-02-24 19:00:00,Campbell,High Point,
26,2021-02-24 19:30:00,Northwestern St.,Stephen F. Austin,
27,2021-02-24 20:00:00,Incarnate Word,Lamar,
28,2021-02-24 20:00:00,Texas A&M-CC,New Orleans,
29,2021-02-24 20:00:00,Southeastern Louisiana,McNeese St.,
30,2021-02-24 20:00:00,Nicholls State,Houston Baptist,
31,2021-02-24 20:00:00,Rutgers,Indiana,
32,2021-02-24 20:00:00,Memphis,Tulane,
33,2021-02-24 20:30:00,Abilene Christian,Sam Houston St.,
34,2021-02-24 20:30:00,Miami-Florida,Florida State,
35,2021-02-24 21:00:00,Vanderbilt,Tennessee,
36,2021-02-24 21:00:00,Southern Utah,Northern Arizona,
37,2021-02-24 21:00:00,Arkansas,Alabama,
38,2021-02-24 21:00:00,Tulsa,Cincinnati,
39,2021-02-24 21:00:00,Creighton,DePaul,
40,2021-02-24 21:00:00,Providence,Xavier,
41,2021-02-24 23:00:00,UNLV,Fresno St.,
42,2021-02-24 18:00:00,Winthrop,Hampton,
0,2021-02-25 13:00:00,Ohio,Eastern Michigan,
1,2021-02-25 14:00:00,Buffalo,Central Michigan,
2,2021-02-25 17:00:00,Baylor,West Virginia,
3,2021-02-25 18:00:00,SIU Edwardsville,Tenn-Martin,
4,2021-02-25 18:00:00,Merrimack,St. Francis (BKN),
5,2021-02-25 19:00:00,Sacred Heart,Fairleigh Dickinson,
6,2021-02-25 19:00:00,Bryant,LIU,
7,2021-02-25 19:00:00,Central Conn. St.,Wagner,
8,2021-02-25 19:00:00,Morehead St.,Tennessee St.,
9,2021-02-25 19:00:00,UNC Wilmington,Charleston,
10,2021-02-25 19:00:00,Illinois,Nebraska,
11,2021-02-25 19:00:00,Gonzaga,Santa Clara,
12,2021-02-25 19:00:00,Arizona State,Washington,
13,2021-02-25 19:00:00,St. Francis (PA),Mount St. Mary's,
14,2021-02-25 19:00:00,Michigan,Iowa,
15,2021-02-25 19:00:00,South Carolina State,Florida A&M,
16,2021-02-25 19:30:00,Prairie View A&M,Mississippi Valley State,
17,2021-02-25 20:00:00,Eastern Kentucky,Belmont,
18,2021-02-25 20:00:00,Utah,UCLA,
19,2021-02-25 20:00:00,Youngstown St.,Illinois-Chicago,
20,2021-02-25 20:00:00,Green Bay,Purdue Fort Wayne,
21,2021-02-25 20:00:00,Milwaukee,IUPUI,
22,2021-02-25 20:05:00,Sacramento State,Weber St.,
23,2021-02-25 20:30:00,Northern Colorado,Portland St.,
24,2021-02-25 20:30:00,Jacksonville St.,Murray St.,
25,2021-02-25 20:30:00,Eastern Illinois,SE Missouri St.,
26,2021-02-25 20:30:00,Texas Southern,Arkansas-Pine Bluff,
27,2021-02-25 21:00:00,Tennessee Tech,Austin Peay,
28,2021-02-25 21:00:00,Pepperdine,Loyola Marymount,
29,2021-02-25 21:00:00,San Diego,Portland,
30,2021-02-25 21:00:00,Colorado,Southern California,
31,2021-02-25 21:00:00,Brigham Young,San Francisco,
32,2021-02-25 21:00:00,Idaho State,Montana,
33,2021-02-25 21:00:00,Wyoming,San Jose St.,
34,2021-02-25 21:00:00,San Diego St.,Boise St.,
35,2021-02-25 21:00:00,Michigan St,Ohio St.,
36,2021-02-25 21:00:00,Minnesota,Northwestern,
37,2021-02-25 21:00:00,Stanford,Oregon,
38,2021-02-25 22:00:00,California,Oregon St.,
39,2021-02-25 23:00:00,Saint Mary's,Pacific,
40,2021-02-25 23:00:00,Arizona,Washington St.,
0,2021-02-26 24:59:59,UNLV,Fresno St.,
1,2021-02-26 24:59:59,George Washington,St. Bonaventure,
2,2021-02-26 14:00:00,Northern Arizona,Southern Utah,
3,2021-02-26 16:00:00,Central Conn. St.,Wagner,
4,2021-02-26 16:00:00,Bryant,LIU,
5,2021-02-26 16:00:00,Cincinnati,Tulane,
6,2021-02-26 16:00:00,Merrimack,St. Francis (BKN),
7,2021-02-26 17:00:00,Texas State,UL Monroe,
8,2021-02-26 17:00:00,Cal Poly SLO,UC Davis,
9,2021-02-26 18:00:00,Denver,Nebraska Omaha,
10,2021-02-26 18:00:00,Liberty,Bellarmine,
11,2021-02-26 18:00:00,Georgia Southern,Appalachian St.,
12,2021-02-26 19:00:00,Texas-Arlington,Arkansas St.,
13,2021-02-26 19:00:00,North Alabama,Lipscomb,
14,2021-02-26 19:00:00,Troy,Coastal Carolina,
15,2021-02-26 19:00:00,Sacred Heart,Fairleigh Dickinson,
16,2021-02-26 19:00:00,Saint Louis,Richmond,
17,2021-02-26 19:00:00,Penn St.,Purdue,
18,2021-02-26 19:00:00,Evansville,Missouri St.,
19,2021-02-26 19:00:00,Valparaiso,Indiana St.,
20,2021-02-26 19:00:00,Bradley,Drake,
21,2021-02-26 19:00:00,UC Irvine,UC San Diego,
22,2021-02-26 19:00:00,Marshall,North Texas,
23,2021-02-26 19:00:00,Old Dominion,Middle Tennessee St.,
24,2021-02-26 19:00:00,Texas-San Antonio,UAB,
25,2021-02-26 19:00:00,Idaho,Montana St.,
26,2021-02-26 19:00:00,North Florida,Florida Gulf Coast,
27,2021-02-26 19:00:00,Canisius,Manhattan,
28,2021-02-26 19:30:00,Louisiana Tech,Rice,
29,2021-02-26 19:30:00,Little Rock,UL Lafayette,
30,2021-02-26 20:00:00,Utah Valley,Texas Rio Grande Valley,
31,2021-02-26 20:00:00,Tarleton State,New Mexico St.,
32,2021-02-26 20:00:00,Western Kentucky,Florida International,
33,2021-02-26 20:00:00,Southern Miss,Florida Atlantic,
34,2021-02-26 20:00:00,Saint Peter's,Rider,
35,2021-02-26 20:30:00,South Dakota State,Kansas City,
36,2021-02-26 21:00:00,Loyola-Chicago,Southern Illinois,
37,2021-02-26 21:00:00,Utah St.,Nevada,
38,2021-02-26 21:00:00,Seattle,Grand Canyon,
39,2021-02-26 21:00:00,Illinois St.,Northern Iowa,
40,2021-02-26 21:00:00,Texas-El Paso,Charlotte,
41,2021-02-26 21:00:00,South Alabama,Georgia St.,
42,2021-02-26 22:00:00,CSU Bakersfield,CSU Northridge,
43,2021-02-26 23:00:00,UC Riverside,UC Santa Barbara,
44,2021-02-26 23:59:00,Hawaii,Long Beach St.,
0,2021-02-27 24:59:59,Texas Tech,Texas,
1,2021-02-27 24:59:59,Alabama A&M,Prairie View A&M,
2,2021-02-27 12:00:00,William & Mary,Northeastern,
3,2021-02-27 24:59:59,Toledo,Western Michigan,
4,2021-02-27 24:59:59,Cal Poly SLO,UC Davis,
5,2021-02-27 24:59:59,Denver,Nebraska Omaha,
6,2021-02-27 12:00:00,Auburn,Tennessee,
7,2021-02-27 12:00:00,Army,Boston U,
8,2021-02-27 12:00:00,Virginia Tech,Wake Forest,
9,2021-02-27 12:00:00,Georgia Tech,Syracuse,
10,2021-02-27 24:59:59,San Diego St.,Boise St.,
11,2021-02-27 12:00:00,Indiana,Michigan,
12,2021-02-27 24:59:59,Arizona State,Washington St.,
13,2021-02-27 24:59:59,Arizona,Washington,
14,2021-02-27 12:00:00,DePaul,Georgetown,
15,2021-02-27 24:59:59,Stanford,Oregon St.,
16,2021-02-27 24:59:59,California,Oregon,
17,2021-02-27 12:00:00,Loyola (MD),Navy,
18,2021-02-27 24:59:59,Colgate,Holy Cross,
19,2021-02-27 24:59:59,George Mason,La Salle,
20,2021-02-27 24:59:59,Duquesne,Rhode Island,
21,2021-02-27 13:00:00,Marist,Quinnipiac,
22,2021-02-27 13:00:00,Georgia,South Carolina,
23,2021-02-27 13:00:00,Elon University,Hofstra,
24,2021-02-27 13:00:00,Towson,Delaware,
25,2021-02-27 13:00:00,Western Carolina,Mercer,
26,2021-02-27 13:00:00,Ball St.,Central Michigan,
27,2021-02-27 13:00:00,Eastern Michigan,Northern Illinois,
28,2021-02-27 13:00:00,The Citadel,Samford,
29,2021-02-27 14:00:00,Ohio,Buffalo,
30,2021-02-27 14:00:00,Akron,Bowling Green,
31,2021-02-27 14:00:00,Marshall,North Texas,
32,2021-02-27 14:00:00,Northern Colorado,Portland St.,
33,2021-02-27 14:00:00,Idaho State,Montana,
34,2021-02-27 14:00:00,Liberty,Bellarmine,
35,2021-02-27 14:00:00,Arkansas,Louisiana State,
36,2021-02-27 14:00:00,Wisconsin,Illinois,
37,2021-02-27 14:00:00,Davidson,VCU,
38,2021-02-27 14:00:00,Clemson,Miami-Florida,
39,2021-02-27 14:00:00,Boston College,Notre Dame,
40,2021-02-27 14:00:00,Iona,Siena,
41,2021-02-27 14:00:00,Bucknell,American U.,
42,2021-02-27 14:05:00,Sacramento State,Weber St.,
43,2021-02-27 14:30:00,Connecticut,Marquette,
44,2021-02-27 15:00:00,Oklahoma,Oklahoma State,
45,2021-02-27 15:00:00,Georgia Southern,Appalachian St.,
46,2021-02-27 15:30:00,Vanderbilt,Mississippi,
47,2021-02-27 16:00:00,Kentucky,Florida,
48,2021-02-27 16:00:00,Morehead St.,Belmont,
49,2021-02-27 16:00:00,Charleston,UNC Wilmington,
50,2021-02-27 16:00:00,East Tennessee St.,UNC Greensboro,
51,2021-02-27 16:00:00,West Virginia,Kansas State,
52,2021-02-27 16:00:00,San Diego,Pepperdine,
53,2021-02-27 16:00:00,Texas-San Antonio,UAB,
54,2021-02-27 16:00:00,Central Florida,Temple,
55,2021-02-27 16:00:00,North Carolina,Florida State,
56,2021-02-27 16:00:00,Northwestern St.,Southeastern Louisiana,
57,2021-02-27 16:00:00,Colorado St.,Air Force,
58,2021-02-27 16:00:00,Wyoming,San Jose St.,
59,2021-02-27 16:00:00,Lafayette,Lehigh,
60,2021-02-27 16:30:00,Miami (OH),Kent St.,
61,2021-02-27 17:00:00,Delaware State,Coppin St.,
62,2021-02-27 17:00:00,Western Kentucky,Florida International,
63,2021-02-27 17:00:00,Southern Miss,Florida Atlantic,
64,2021-02-27 17:00:00,Little Rock,UL Lafayette,
65,2021-02-27 17:00:00,Texas-Arlington,Arkansas St.,
66,2021-02-27 17:00:00,Jacksonville St.,Austin Peay,
67,2021-02-27 17:00:00,Eastern Illinois,Tenn-Martin,
68,2021-02-27 17:00:00,Troy,Coastal Carolina,
69,2021-02-27 17:00:00,Texas State,UL Monroe,
70,2021-02-27 17:00:00,McNeese St.,Houston Baptist,
71,2021-02-27 17:00:00,South Dakota,North Dakota State,
72,2021-02-27 17:00:00,South Alabama,Georgia St.,
73,2021-02-27 17:00:00,Xavier,Creighton,
74,2021-02-27 17:30:00,Lamar,Stephen F. Austin,
75,2021-02-27 17:30:00,Mississippi Valley State,Jackson State,
76,2021-02-27 17:30:00,Alabama St.,Texas Southern,
77,2021-02-27 18:00:00,James Madison,Drexel,
78,2021-02-27 18:00:00,Iowa State,Texas Christian,
79,2021-02-27 18:00:00,Loyola-Chicago,Southern Illinois,
80,2021-02-27 18:00:00,SIU Edwardsville,SE Missouri St.,
81,2021-02-27 18:00:00,Missouri,Texas A&M,
82,2021-02-27 18:00:00,Central Arkansas,Abilene Christian,
83,2021-02-27 18:00:00,Valparaiso,Indiana St.,
84,2021-02-27 18:00:00,South Carolina State,Florida A&M,
85,2021-02-27 18:00:00,Illinois St.,Northern Iowa,
86,2021-02-27 18:00:00,Duke,Louisville,
87,2021-02-27 18:30:00,Southern,Alcorn St.,
88,2021-02-27 19:00:00,Chattanooga,VMI,
89,2021-02-27 19:00:00,Wofford,Furman,
90,2021-02-27 19:00:00,UC Riverside,UC Santa Barbara,
91,2021-02-27 19:00:00,UC Irvine,UC San Diego,
92,2021-02-27 19:00:00,Texas-El Paso,Charlotte,
93,2021-02-27 19:00:00,Old Dominion,Middle Tennessee St.,
94,2021-02-27 19:00:00,Louisiana Tech,Rice,
95,2021-02-27 19:00:00,North Florida,Florida Gulf Coast,
96,2021-02-27 19:00:00,North Alabama,Lipscomb,
97,2021-02-27 19:00:00,Eastern Kentucky,Tennessee St.,
98,2021-02-27 19:00:00,New Orleans,Nicholls State,
99,2021-02-27 19:00:00,Canisius,Manhattan,
100,2021-02-27 19:00:00,Evansville,Missouri St.,
101,2021-02-27 19:00:00,Tulsa,East Carolina,
102,2021-02-27 19:00:00,Nebraska,Minnesota,
103,2021-02-27 20:00:00,Saint Peter's,Rider,
104,2021-02-27 20:00:00,Utah,Southern California,
105,2021-02-27 20:00:00,North Carolina A&T,North Carolina Central,
106,2021-02-27 20:00:00,Bradley,Drake,
107,2021-02-27 20:00:00,Oral Roberts,Western Illinois,
108,2021-02-27 20:00:00,Utah Valley,Texas Rio Grande Valley,
109,2021-02-27 20:00:00,Tarleton State,New Mexico St.,
110,2021-02-27 20:00:00,Seattle,Grand Canyon,
111,2021-02-27 20:00:00,Kansas,Baylor,
112,2021-02-27 20:30:00,Arkansas-Pine Bluff,Grambling State,
113,2021-02-27 20:30:00,South Dakota State,Kansas City,
114,2021-02-27 20:30:00,Mississippi State,Alabama,
115,2021-02-27 21:00:00,Tennessee Tech,Murray St.,
116,2021-02-27 22:00:00,Hawaii,Long Beach St.,
117,2021-02-27 22:00:00,CSU Bakersfield,CSU Northridge,
118,2021-02-27 22:00:00,Colorado,UCLA,
119,2021-02-27 22:00:00,Gonzaga,Loyola Marymount,
120,2021-02-27 22:00:00,Pacific,San Francisco,
121,2021-02-27 22:00:00,Santa Clara,Portland,
122,2021-02-27 22:00:00,Brigham Young,Saint Mary's,
123,2021-02-27 13:00:00,Fordham,Saint Joseph's,
124,2021-02-27 14:00:00,Hartford,Albany,
0,2021-02-28 12:00:00,William & Mary,Northeastern,
1,2021-02-28 12:00:00,Army,Boston U,
2,2021-02-28 24:59:59,St. Bonaventure,Dayton,
3,2021-02-28 12:00:00,Butler,Villanova,
4,2021-02-28 24:59:59,Colgate,Holy Cross,
5,2021-02-28 24:59:59,Saint Louis,Massachusetts,
6,2021-02-28 13:00:00,Marist,Quinnipiac,
7,2021-02-28 13:00:00,Cincinnati,Memphis,
8,2021-02-28 13:00:00,Towson,Delaware,
9,2021-02-28 13:00:00,Elon University,Hofstra,
10,2021-02-28 14:00:00,Maryland,Michigan St,
11,2021-02-28 14:00:00,Iona,Siena,
12,2021-02-28 15:00:00,Idaho,Montana St.,
13,2021-02-28 16:00:00,James Madison,Drexel,
14,2021-02-28 16:00:00,American U.,Bucknell,
15,2021-02-28 16:00:00,NC State,Pittsburgh,
16,2021-02-28 16:00:00,Houston,South Florida,
17,2021-02-28 16:00:00,Ohio St.,Iowa,
18,2021-02-28 16:00:00,Navy,Loyola (MD),
19,2021-02-28 16:30:00,South Dakota,North Dakota State,
20,2021-02-28 17:00:00,Delaware State,Coppin St.,
21,2021-02-28 18:00:00,South Carolina State,Florida A&M,
22,2021-02-28 18:00:00,Lehigh,Lafayette,
23,2021-02-28 19:00:00,Utah St.,Nevada,
24,2021-02-28 20:00:00,Wichita St.,Southern Methodist,
25,2021-02-28 20:00:00,Oral Roberts,Western Illinois,
26,2021-02-28 14:00:00,Hartford,Albany,
0,2021-03-01 24:59:59,Colorado St.,Air Force,
1,2021-03-01 16:00:00,Central Arkansas,Stephen F. Austin,
2,2021-03-01 18:00:00,Richmond,Saint Joseph's,
3,2021-03-01 19:00:00,Syracuse,North Carolina,
4,2021-03-01 19:00:00,Nebraska,Rutgers,
5,2021-03-01 20:00:00,Incarnate Word,New Orleans,
6,2021-03-01 20:00:00,Lamar,Texas A&M-CC,
7,2021-03-01 20:30:00,Alabama A&M,Texas Southern,
8,2021-03-01 20:30:00,Arkansas-Pine Bluff,Jackson State,
9,2021-03-01 20:30:00,Mississippi Valley State,Grambling State,
10,2021-03-01 21:00:00,Alabama St.,Prairie View A&M,
11,2021-03-01 21:00:00,Virginia,Miami-Florida,
12,2021-03-01 21:00:00,Oklahoma State,Oklahoma,
0,2021-03-02 24:59:59,Purdue,Wisconsin,
1,2021-03-02 14:00:00,Buffalo,Akron,
2,2021-03-02 16:00:00,Bryant,Mount St. Mary's,
3,2021-03-02 17:00:00,Central Michigan,Toledo,
4,2021-03-02 18:30:00,South Carolina,Arkansas,
5,2021-03-02 19:00:00,Alabama,Auburn,
6,2021-03-02 19:00:00,Eastern Michigan,Ball St.,
7,2021-03-02 19:00:00,Kent St.,Ohio,
8,2021-03-02 19:00:00,Northern Illinois,Western Michigan,
9,2021-03-02 19:00:00,Bowling Green,Miami (OH),
10,2021-03-02 19:00:00,Michigan,Illinois,
