,Date,Home,Away,Line
3,2021-01-18 15:00:00,Idaho State,Sacramento State,-1.5
4,2021-01-18 16:00:00,La Salle,Saint Joseph's,-2
5,2021-01-18 16:30:00,Alcorn St.,Arkansas-Pine Bluff,-3.5
6,2021-01-18 17:30:00,Southern,Mississippi Valley State,-23
7,2021-01-18 19:00:00,Louisville,Florida State,-4
8,2021-01-18 19:00:00,UNC Greensboro,The Citadel,-13.5
9,2021-01-18 19:00:00,East Tennessee St.,VMI,-7.5
10,2021-01-18 20:30:00,Prairie View A&M,Grambling State,-4.5
11,2021-01-18 21:00:00,Baylor,Kansas,-8.5
12,2021-01-18 21:00:00,Air Force,Wyoming,3.5
13,2021-01-18 21:30:00,UNLV,New Mexico,-12
14,2021-01-18 16:00:00,Iona,Saint Peter's,
15,2021-01-18 19:00:00,SIU Edwardsville,Jacksonville St.,
16,2021-01-18 20:30:00,Texas Southern,Jackson State,
0,2021-01-19 21:00:00,Villanova,Seton Hall,-9
1,2021-01-19 21:00:00,Mississippi State,Mississippi,-2
2,2021-01-19 13:00:00,Towson,UNC Wilmington,3
3,2021-01-19 17:00:00,Kent St.,Buffalo,-4
4,2021-01-19 18:00:00,Longwood,High Point,1.5
5,2021-01-19 18:30:00,Oklahoma,Kansas State,-14
6,2021-01-19 18:30:00,Ohio St.,Purdue,-5.5
7,2021-01-19 19:00:00,DePaul,Butler,-2
8,2021-01-19 19:00:00,Florida,Tennessee,8.5
9,2021-01-19 19:00:00,Tennessee St.,SE Missouri St.,-3.5
10,2021-01-19 19:00:00,Oregon St.,Southern California,9.5
11,2021-01-19 19:00:00,Campbell,Radford,2
12,2021-01-19 19:00:00,Toledo,Central Michigan,-14.5
13,2021-01-19 19:00:00,Miami (OH),Ball St.,3.5
14,2021-01-19 19:00:00,Bowling Green,Akron,-5.5
15,2021-01-19 19:00:00,Presbyterian,Winthrop,16.5
16,2021-01-19 19:00:00,Gardner-Webb,UNC Asheville,1
17,2021-01-19 19:00:00,Missouri,South Carolina,-5
18,2021-01-19 19:00:00,Michigan,Maryland,-11
19,2021-01-19 19:00:00,Syracuse,Miami-Florida,-5
20,2021-01-19 20:30:00,Illinois,Penn St.,-10
21,2021-01-19 21:00:00,Utah St.,Colorado St.,-8
22,2021-01-19 21:00:00,Louisiana State,Alabama,1
23,2021-01-19 21:00:00,Loyola Marymount,San Diego,-9.5
24,2021-01-19 21:00:00,Pittsburgh,Duke,4.5
25,2021-01-19 24:59:59,West Virginia,Oklahoma State,
26,2021-01-19 17:00:00,Oregon,UCLA,
27,2021-01-19 19:00:00,Eastern Michigan,Western Michigan,
28,2021-01-19 19:00:00,Northern Illinois,Ohio,10.5
29,2021-01-19 19:00:00,Charleston Southern,South Carolina Upstate,1.5
0,2021-01-20 13:00:00,Davidson,Fordham,-18.5
1,2021-01-20 16:00:00,Western Carolina,East Tennessee St.,1
2,2021-01-20 17:00:00,The Citadel,Mercer,8
3,2021-01-20 17:00:00,Presbyterian,Winthrop,16
4,2021-01-20 18:00:00,Duquesne,Rhode Island,4.5
5,2021-01-20 18:00:00,Longwood,High Point,1
6,2021-01-20 18:00:00,St. Bonaventure,VCU,-2
7,2021-01-20 19:00:00,Campbell,Radford,2.5
8,2021-01-20 19:00:00,Georgia Tech,Clemson,2
9,2021-01-20 19:00:00,Gardner-Webb,UNC Asheville,-1.5
10,2021-01-20 19:00:00,Georgia,Kentucky,4
11,2021-01-20 19:00:00,George Mason,Saint Joseph's,-8.5
12,2021-01-20 19:00:00,VMI,Furman,11.5
13,2021-01-20 19:00:00,North Carolina,Wake Forest,-11
14,2021-01-20 19:00:00,Creighton,Providence,-10.5
15,2021-01-20 19:00:00,Valparaiso,Loyola-Chicago,11.5
16,2021-01-20 19:30:00,McNeese St.,Southeastern Louisiana,-2.5
17,2021-01-20 19:30:00,Stephen F. Austin,Northwestern St.,-17
18,2021-01-20 20:00:00,Samford,Chattanooga,1.5
19,2021-01-20 20:00:00,Houston Baptist,Nicholls State,9.5
20,2021-01-20 20:00:00,Houston,Tulsa,-12.5
21,2021-01-20 20:00:00,New Orleans,Texas A&M-CC,-4.5
22,2021-01-20 20:00:00,Wisconsin,Northwestern,-11.5
23,2021-01-20 21:00:00,Washington,Colorado,13
24,2021-01-20 21:00:00,Illinois St.,Bradley,8.5
25,2021-01-20 21:00:00,Arkansas,Auburn,-5.5
26,2021-01-20 21:00:00,California Baptist,San Diego Christian,
27,2021-01-20 21:00:00,Boise St.,Fresno St.,
28,2021-01-20 21:30:00,Sam Houston St.,Abilene Christian,3.5
29,2021-01-20 17:00:00,Virginia Tech,Boston College,
30,2021-01-20 18:00:00,Massachusetts,Saint Louis,
31,2021-01-20 19:00:00,Virginia,NC State,
32,2021-01-20 19:00:00,Charleston Southern,South Carolina Upstate,
33,2021-01-20 19:00:00,Vanderbilt,Texas A&M,
34,2021-01-20 19:00:00,Iowa State,Texas,
35,2021-01-20 19:00:00,Indiana St.,Evansville,
36,2021-01-20 19:00:00,South Florida,East Carolina,
37,2021-01-20 19:00:00,Marquette,Georgetown,
38,2021-01-20 19:00:00,Dayton,George Washington,
39,2021-01-20 20:00:00,Lamar,Incarnate Word,
40,2021-01-20 20:00:00,Texas Christian,Texas Tech,
41,2021-01-20 20:00:00,Tulane,Southern Methodist,
42,2021-01-20 20:30:00,Connecticut,Xavier,
43,2021-01-20 21:00:00,Temple,Cincinnati,
44,2021-01-20 21:00:00,Nebraska,Minnesota,
0,2021-01-21 14:00:00,Buffalo,Eastern Michigan,-10.5
1,2021-01-21 15:00:00,New Mexico,San Jose St.,-8
2,2021-01-21 17:30:00,Miami (OH),Bowling Green,4.5
3,2021-01-21 18:00:00,Akron,Central Michigan,-10.5
4,2021-01-21 18:00:00,Morgan St.,St. Mary's (MD),
5,2021-01-21 19:00:00,Penn St.,Rutgers,2.5
6,2021-01-21 19:00:00,Memphis,Wichita St.,-3.5
7,2021-01-21 19:00:00,Merrimack,Fairleigh Dickinson,-2
8,2021-01-21 19:00:00,Central Conn. St.,Mount St. Mary's,5.5
9,2021-01-21 19:00:00,Sacred Heart,St. Francis (PA),2
10,2021-01-21 19:00:00,Morehead St.,SE Missouri St.,-6
11,2021-01-21 20:00:00,Eastern Kentucky,Tenn-Martin,-13.5
12,2021-01-21 20:00:00,Belmont,Eastern Illinois,-11.5
13,2021-01-21 20:00:00,Loyola Marymount,Saint Mary's,2.5
14,2021-01-21 20:00:00,Northern Arizona,Montana St.,6
15,2021-01-21 20:00:00,UNLV,Benedictine University (AZ),
16,2021-01-21 20:05:00,Sacramento State,Montana,3
17,2021-01-21 20:30:00,Northern Colorado,Eastern Washington,2.5
18,2021-01-21 20:30:00,Austin Peay,Tennessee Tech,-12
19,2021-01-21 20:30:00,Murray St.,Jacksonville St.,-7.5
20,2021-01-21 21:00:00,Tennessee St.,SIU Edwardsville,-3.5
21,2021-01-21 21:00:00,Brigham Young,Portland,-23
22,2021-01-21 21:00:00,Weber St.,Southern Utah,-2.5
23,2021-01-21 21:00:00,Pepperdine,Pacific,-3
24,2021-01-21 21:00:00,Iowa,Indiana,-10
25,2021-01-21 21:00:00,California,UCLA,9
26,2021-01-21 21:00:00,Arizona State,Arizona,2.5
27,2021-01-21 22:00:00,Washington St.,Utah,2.5
28,2021-01-21 22:00:00,Santa Clara,San Francisco,4
29,2021-01-21 22:05:00,Portland St.,Idaho State,-3
30,2021-01-21 23:00:00,Utah St.,Colorado St.,-8
31,2021-01-21 17:00:00,Stanford,Southern California,6
32,2021-01-21 19:00:00,LIU,St. Francis (BKN),-6
0,2021-01-22 14:00:00,IUPUI,Wright St.,13
1,2021-01-22 16:00:00,Sacred Heart,St. Francis (PA),-1
2,2021-01-22 16:00:00,Merrimack,Fairleigh Dickinson,-4
3,2021-01-22 16:00:00,Central Conn. St.,Mount St. Mary's,6.5
4,2021-01-22 16:00:00,Quinnipiac,Niagara,-1
5,2021-01-22 17:00:00,Green Bay,Purdue Fort Wayne,-2
6,2021-01-22 17:00:00,Youngstown St.,Illinois-Chicago,1.5
7,2021-01-22 18:00:00,Coastal Carolina,Troy,-11
8,2021-01-22 18:00:00,Appalachian St.,Georgia St.,4
9,2021-01-22 19:00:00,Purdue,Michigan,5
10,2021-01-22 19:00:00,North Florida,Kennesaw St.,-8
11,2021-01-22 19:00:00,UL Lafayette,Arkansas St.,-9.5
12,2021-01-22 19:00:00,Robert Morris,Northern Kentucky,-2
13,2021-01-22 19:00:00,Bellarmine,Stetson,-4
14,2021-01-22 19:00:00,UL Monroe,Texas State,5
15,2021-01-22 19:00:00,Texas-Arlington,Little Rock,-1
16,2021-01-22 19:00:00,South Alabama,Georgia Southern,-2.5
17,2021-01-22 19:00:00,North Alabama,Jacksonville,-3.5
18,2021-01-22 19:00:00,Siena,Saint Peter's,-4.5
19,2021-01-22 19:00:00,CSU Northridge,UC Santa Barbara,9.5
20,2021-01-22 19:00:00,UC San Diego,UC Davis,3
21,2021-01-22 19:00:00,UC Riverside,CSU Bakersfield,-4
22,2021-01-22 19:00:00,UC Irvine,Cal Poly SLO,-16
23,2021-01-22 19:00:00,Rider,Marist,-1
24,2021-01-22 19:00:00,Oakland,Detroit Mercy,-1
25,2021-01-22 19:00:00,Florida International,Marshall,9
26,2021-01-22 19:00:00,Florida Atlantic,Charlotte,-1.5
27,2021-01-22 19:00:00,Texas-San Antonio,Southern Miss,-5.5
28,2021-01-22 19:30:00,UAB,Rice,-9.5
29,2021-01-22 20:00:00,CSU Fullerton,Hawaii,3.5
30,2021-01-22 20:00:00,Western Illinois,South Dakota,7
31,2021-01-22 20:00:00,Wyoming,Nevada,3.5
32,2021-01-22 20:00:00,Lipscomb,Florida Gulf Coast,-6.5
33,2021-01-22 20:30:00,North Dakota State,Denver,-14.5
34,2021-01-22 20:30:00,South Dakota State,North Dakota,-14.5
35,2021-01-22 21:00:00,Cleveland St.,Milwaukee,-3.5
36,2021-01-22 21:00:00,Texas-El Paso,Louisiana Tech,1.5
37,2021-01-22 21:00:00,Air Force,San Diego St.,13.5
38,2021-01-22 21:00:00,Dixie State,Grand Canyon,12
39,2021-01-22 18:00:00,Manhattan,Monmouth-NJ,4.5
40,2021-01-22 19:00:00,Ohio,Ball St.,-6.5
41,2021-01-22 19:00:00,Old Dominion,North Texas,
42,2021-01-22 21:00:00,Boise St.,Fresno St.,-15
43,2021-01-22 21:00:00,New Mexico St.,Texas Rio Grande Valley,
44,2021-01-22 21:00:00,Butler,Seton Hall,1.5
0,2021-01-23 12:00:00,Oklahoma,Kansas,1
1,2021-01-23 12:00:00,Chattanooga,UNC Greensboro,3.5
2,2021-01-23 12:00:00,Toledo,Kent St.,-3.5
3,2021-01-23 12:00:00,Northeastern,James Madison,-5
4,2021-01-23 12:00:00,IUPUI,Wright St.,15.5
5,2021-01-23 12:00:00,South Carolina,Auburn,-2.5
6,2021-01-23 12:00:00,American U.,Loyola (MD),1.5
7,2021-01-23 12:00:00,Syracuse,Virginia Tech,-1
8,2021-01-23 12:00:00,Creighton,Connecticut,-8.5
9,2021-01-23 12:00:00,Temple,Houston,12
10,2021-01-23 12:30:00,Saint Joseph's,George Mason,5
11,2021-01-23 13:00:00,Vanderbilt,Arkansas,9
12,2021-01-23 13:00:00,William & Mary,Drexel,3.5
13,2021-01-23 13:00:00,UNC Wilmington,Delaware,-4.5
14,2021-01-23 13:00:00,Coppin St.,Norfolk State,2.5
15,2021-01-23 13:30:00,Ohio,Ball St.,-4.5
16,2021-01-23 14:00:00,NJIT,Stony Brook,-3
17,2021-01-23 14:00:00,Georgia,Florida,4
18,2021-01-23 14:00:00,Holy Cross,Lehigh,-1
19,2021-01-23 14:00:00,North Carolina,NC State,-6
20,2021-01-23 14:00:00,Minnesota,Maryland,-5.5
21,2021-01-23 14:00:00,Central Florida,Southern Methodist,5
22,2021-01-23 14:00:00,New Mexico,San Jose St.,-9.5
23,2021-01-23 14:00:00,Oklahoma State,Baylor,11.5
24,2021-01-23 14:00:00,Hofstra,Towson,-6
25,2021-01-23 14:00:00,Mercer,VMI,-8.5
26,2021-01-23 14:00:00,Southern Utah,Weber St.,1
27,2021-01-23 14:00:00,Northern Arizona,Montana St.,5
28,2021-01-23 14:00:00,New Hampshire,Albany,-1
29,2021-01-23 14:00:00,Northern Colorado,Eastern Washington,4
30,2021-01-23 14:00:00,Florida International,Marshall,9
31,2021-01-23 14:05:00,Sacramento State,Montana,2.5
32,2021-01-23 14:30:00,Richmond,La Salle,-14.5
33,2021-01-23 14:30:00,Navy,Army,-2.5
34,2021-01-23 14:30:00,Villanova,Providence,-11.5
35,2021-01-23 15:00:00,Florida State,Clemson,-6.5
36,2021-01-23 15:00:00,Alabama A&M,Southern,5
37,2021-01-23 15:00:00,Coastal Carolina,Troy,-10
38,2021-01-23 15:00:00,Incarnate Word,Texas A&M-CC,-1
39,2021-01-23 15:05:00,Portland St.,Idaho State,-2.5
40,2021-01-23 15:30:00,Mississippi,Texas A&M,-8
41,2021-01-23 16:00:00,Lafayette,Boston U,-6
42,2021-01-23 16:00:00,Wisconsin,Ohio St.,-5.5
43,2021-01-23 16:00:00,Louisville,Duke,-2.5
44,2021-01-23 16:00:00,Appalachian St.,Georgia St.,3.5
45,2021-01-23 16:00:00,Quinnipiac,Niagara,-1
46,2021-01-23 16:00:00,St. John's,Utah Valley,-14.5
47,2021-01-23 16:00:00,Wofford,Western Carolina,-7.5
48,2021-01-23 16:00:00,East Tennessee St.,Furman,4.5
49,2021-01-23 16:00:00,Kansas State,West Virginia,11
50,2021-01-23 16:00:00,Texas-San Antonio,Southern Miss,-5.5
51,2021-01-23 16:00:00,Abilene Christian,Central Arkansas,-13
52,2021-01-23 16:00:00,Morehead St.,Tenn-Martin,-11.5
53,2021-01-23 16:00:00,Florida Atlantic,Charlotte,-1
54,2021-01-23 16:00:00,Mississippi Valley State,Prairie View A&M,20.5
55,2021-01-23 16:30:00,VCU,Dayton,-6.5
56,2021-01-23 17:00:00,Southeastern Louisiana,Northwestern St.,-2.5
57,2021-01-23 17:00:00,Stanford,UCLA,6
58,2021-01-23 17:00:00,North Florida,Kennesaw St.,-9
59,2021-01-23 17:00:00,Grambling State,Jackson State,-2.5
60,2021-01-23 17:00:00,Texas-Arlington,Little Rock,1
61,2021-01-23 17:00:00,Bellarmine,Stetson,-4
62,2021-01-23 17:00:00,Middle Tennessee St.,Western Kentucky,10.5
63,2021-01-23 17:00:00,UAB,Rice,-10
64,2021-01-23 17:00:00,UC San Diego,UC Davis,-1.5
65,2021-01-23 17:00:00,Tennessee St.,Eastern Illinois,2
66,2021-01-23 17:00:00,Belmont,SIU Edwardsville,-17
67,2021-01-23 17:00:00,Austin Peay,Jacksonville St.,-4
68,2021-01-23 17:00:00,Youngstown St.,Illinois-Chicago,-1.5
69,2021-01-23 17:00:00,Oakland,Detroit Mercy,1.5
70,2021-01-23 17:00:00,Cleveland St.,Milwaukee,-3
71,2021-01-23 17:00:00,UL Monroe,Texas State,6
72,2021-01-23 17:00:00,UL Lafayette,Arkansas St.,-10
73,2021-01-23 17:00:00,Green Bay,Purdue Fort Wayne,-2
74,2021-01-23 17:00:00,Robert Morris,Northern Kentucky,-1.5
75,2021-01-23 17:00:00,South Alabama,Georgia Southern,-2
76,2021-01-23 17:00:00,Portland,San Diego,3.5
77,2021-01-23 17:00:00,Western Michigan,Akron,7.5
78,2021-01-23 17:30:00,Eastern Michigan,Miami (OH),1.5
79,2021-01-23 17:30:00,Stephen F. Austin,Lamar,-15
80,2021-01-23 17:30:00,Alabama St.,Alcorn St.,3.5
81,2021-01-23 18:00:00,Arkansas-Pine Bluff,Texas Southern,10
82,2021-01-23 18:00:00,Wake Forest,Pittsburgh,2
83,2021-01-23 18:00:00,Illinois St.,Valparaiso,-2
84,2021-01-23 18:00:00,Marquette,DePaul,-9
85,2021-01-23 18:00:00,Kentucky,Louisiana State,-1.5
86,2021-01-23 18:00:00,Alabama,Mississippi State,-9.5
87,2021-01-23 18:00:00,Houston Baptist,McNeese St.,-1
88,2021-01-23 18:00:00,Nicholls State,New Orleans,-8
89,2021-01-23 19:00:00,Rider,Marist,-1.5
90,2021-01-23 19:00:00,Penn St.,Northwestern,-5.5
91,2021-01-23 19:00:00,Duquesne,St. Bonaventure,5.5
92,2021-01-23 19:00:00,San Francisco,Saint Mary's,-2.5
93,2021-01-23 19:00:00,Loyola Marymount,Santa Clara,-4.5
94,2021-01-23 19:00:00,CSU Northridge,UC Santa Barbara,12
95,2021-01-23 19:00:00,UC Riverside,CSU Bakersfield,-3
96,2021-01-23 19:00:00,UC Irvine,Cal Poly SLO,-16.5
97,2021-01-23 19:00:00,North Alabama,Jacksonville,-2
98,2021-01-23 19:00:00,Siena,Saint Peter's,-4
99,2021-01-23 20:00:00,Texas-El Paso,Louisiana Tech,1.5
100,2021-01-23 20:00:00,Lipscomb,Florida Gulf Coast,-5.5
101,2021-01-23 20:00:00,CSU Fullerton,Hawaii,2.5
102,2021-01-23 20:00:00,Washington St.,Colorado,10.5
103,2021-01-23 20:00:00,California,Southern California,8.5
104,2021-01-23 20:00:00,Oral Roberts,Kansas City,-7
105,2021-01-23 20:00:00,Western Illinois,South Dakota,7.5
106,2021-01-23 20:00:00,Virginia,Georgia Tech,-8.5
107,2021-01-23 20:30:00,Tennessee,Missouri,-8
108,2021-01-23 20:30:00,Murray St.,Tennessee Tech,-14
109,2021-01-23 20:30:00,South Dakota State,North Dakota,-14.5
110,2021-01-23 20:30:00,North Dakota State,Denver,-14.5
111,2021-01-23 21:00:00,Dixie State,Grand Canyon,10.5
112,2021-01-23 21:00:00,California Baptist,Long Beach St.,-3.5
113,2021-01-23 22:00:00,Gonzaga,Pacific,-26
114,2021-01-23 22:00:00,Brigham Young,Pepperdine,-11
115,2021-01-23 22:30:00,Oregon,Oregon St.,-9
116,2021-01-23 12:00:00,North Carolina Central,North Carolina A&T,
117,2021-01-23 24:59:59,Central Michigan,Bowling Green,
118,2021-01-23 24:59:59,Michigan St,Illinois,
119,2021-01-23 12:00:00,Houston,Cincinnati,
120,2021-01-23 13:00:00,Colgate,Bucknell,-13
121,2021-01-23 13:00:00,William & Mary,Charleston,
122,2021-01-23 14:00:00,Morgan St.,Howard,
123,2021-01-23 15:00:00,Tulsa,Tulane,
124,2021-01-23 15:00:00,Samford,The Citadel,-4
125,2021-01-23 16:00:00,Texas Tech,Iowa State,
126,2021-01-23 16:00:00,Eastern Kentucky,SE Missouri St.,-10
127,2021-01-23 17:00:00,Hartford,Vermont,
128,2021-01-23 17:00:00,Stony Brook,UMBC,
129,2021-01-23 18:00:00,Northern Illinois,Buffalo,
130,2021-01-23 18:00:00,Texas Christian,Texas,
131,2021-01-23 18:00:00,Manhattan,Monmouth-NJ,
132,2021-01-23 18:00:00,Boston College,Pittsburgh,
133,2021-01-23 19:00:00,Saint Louis,St. Bonaventure,
134,2021-01-23 19:00:00,Old Dominion,North Texas,
135,2021-01-23 21:00:00,New Mexico St.,Texas Rio Grande Valley,
0,2021-01-24 12:00:00,Northeastern,James Madison,-5.5
1,2021-01-24 12:00:00,Massachusetts,Davidson,3.5
2,2021-01-24 12:00:00,Indiana,Rutgers,-5
3,2021-01-24 13:00:00,Coppin St.,Norfolk State,3
4,2021-01-24 13:00:00,UNC Wilmington,Delaware,-3
5,2021-01-24 14:00:00,Middle Tennessee St.,Western Kentucky,10.5
6,2021-01-24 14:00:00,Hofstra,Towson,-5.5
7,2021-01-24 14:00:00,New Hampshire,Albany,-1.5
8,2021-01-24 14:00:00,High Point,Presbyterian,-5
9,2021-01-24 14:00:00,UNC Asheville,Radford,-3.5
10,2021-01-24 14:00:00,NJIT,Stony Brook,-2.5
11,2021-01-24 14:00:00,Gardner-Webb,Charleston Southern,-12
12,2021-01-24 14:00:00,Morgan St.,Delaware State,-13.5
13,2021-01-24 14:00:00,Nicholls State,Carver Bible College,
14,2021-01-24 14:00:00,Holy Cross,Lehigh,1
15,2021-01-24 14:30:00,Rhode Island,Fordham,-16
16,2021-01-24 15:00:00,Navy,Army,-2.5
17,2021-01-24 16:00:00,Bradley,Loyola-Chicago,6.5
18,2021-01-24 16:00:00,Wyoming,Nevada,4.5
19,2021-01-24 16:00:00,East Carolina,Memphis,6.5
20,2021-01-24 16:00:00,Washington,Utah,5
21,2021-01-24 18:00:00,Illinois St.,Valparaiso,-1.5
22,2021-01-24 18:00:00,Loyola (MD),American U.,-5
23,2021-01-24 18:00:00,Miami-Florida,Notre Dame,-3
24,2021-01-24 18:00:00,Lafayette,Boston U,-5
25,2021-01-24 20:00:00,Oral Roberts,Kansas City,-6.5
26,2021-01-24 22:00:00,Air Force,San Diego St.,16.5
27,2021-01-24 13:00:00,Elon University,Drexel,
28,2021-01-24 13:00:00,Colgate,Bucknell,
29,2021-01-24 14:00:00,North Carolina Central,North Carolina A&T,
30,2021-01-24 14:00:00,Campbell,Charleston Southern,
31,2021-01-24 14:00:00,Morgan St.,Howard,
32,2021-01-24 14:00:00,Iowa,Nebraska,
33,2021-01-24 14:30:00,Rhode Island,George Washington,
34,2021-01-24 15:00:00,Winthrop,Hampton,
35,2021-01-24 15:00:00,Hartford,Vermont,
36,2021-01-24 18:00:00,Wichita St.,South Florida,
0,2021-01-25 15:00:00,UNC Asheville,Radford,-3.5
1,2021-01-25 16:00:00,Gardner-Webb,Charleston Southern,-12.5
2,2021-01-25 17:00:00,Portland,Loyola Marymount,10
3,2021-01-25 18:00:00,New Mexico St.,Western New Mexico,
4,2021-01-25 18:00:00,High Point,Presbyterian,-8
5,2021-01-25 19:00:00,Virginia,Syracuse,-7.5
6,2021-01-25 19:00:00,Arkansas-Pine Bluff,Prairie View A&M,
7,2021-01-25 19:00:00,Indiana St.,Southern Illinois,-6.5
8,2021-01-25 19:00:00,Bradley,Loyola-Chicago,7
9,2021-01-25 19:00:00,Northern Iowa,Coe College,
10,2021-01-25 21:00:00,Alabama St.,Southern,8.5
11,2021-01-25 21:00:00,West Virginia,Texas Tech,1.5
12,2021-01-25 21:00:00,Iowa State,Oklahoma State,6.5
13,2021-01-25 21:00:00,UNLV,Utah St.,6.5
14,2021-01-25 23:00:00,Arizona,Arizona State,-4
15,2021-01-25 18:00:00,Winthrop,Hampton,
16,2021-01-25 19:00:00,Alabama A&M,Alcorn St.,-5
17,2021-01-25 19:00:00,Furman,UNC Greensboro,-5
18,2021-01-25 20:30:00,Mississippi Valley State,Texas Southern,25.5
0,2021-01-26 13:00:00,Temple,Tulsa,1.5
1,2021-01-26 17:00:00,Indiana St.,Southern Illinois,-5.5
2,2021-01-26 18:00:00,Ohio,Western Michigan,-14.5
3,2021-01-26 18:00:00,Saint Joseph's,Richmond,13.5
4,2021-01-26 19:00:00,Pittsburgh,North Carolina,3.5
5,2021-01-26 19:00:00,Alabama,Kentucky,-7
6,2021-01-26 19:00:00,Texas,Oklahoma,-3
7,2021-01-26 19:00:00,Miami (OH),Toledo,4.5
8,2021-01-26 19:00:00,Tennessee,Mississippi State,-9.5
9,2021-01-26 19:00:00,Memphis,Southern Methodist,-2.5
10,2021-01-26 19:00:00,St. Francis (PA),Fairleigh Dickinson,-4.5
11,2021-01-26 19:30:00,Akron,Eastern Michigan,-10.5
12,2021-01-26 20:00:00,Eastern Illinois,SIU Edwardsville,-7
13,2021-01-26 20:00:00,Missouri St.,Drake,3.5
14,2021-01-26 20:30:00,Connecticut,Butler,-5.5
15,2021-01-26 20:30:00,Saint Louis,Dayton,-9
16,2021-01-26 21:00:00,Duke,Georgia Tech,-6
17,2021-01-26 21:00:00,Texas A&M,Louisiana State,5.5
18,2021-01-26 21:00:00,Auburn,Missouri,-2.5
19,2021-01-26 21:00:00,Portland St.,St. Martin's,
20,2021-01-26 21:00:00,Tenn-Martin,SE Missouri St.,5
21,2021-01-26 24:59:59,Xavier,Georgetown,
22,2021-01-26 17:00:00,Buffalo,Central Michigan,-13
23,2021-01-26 19:00:00,Mount St. Mary's,Wagner,
24,2021-01-26 19:00:00,Bowling Green,Northern Illinois,
25,2021-01-26 19:00:00,Ball St.,Kent St.,3
26,2021-01-26 19:00:00,LIU,Merrimack,
0,2021-01-27 15:00:00,Pepperdine,Brigham Young,6.5
1,2021-01-27 16:00:00,James Madison,Towson,-3
2,2021-01-27 16:00:00,St. Francis (PA),Fairleigh Dickinson,-4.5
3,2021-01-27 16:00:00,LIU,Merrimack,-6
4,2021-01-27 17:00:00,Kent St.,Bowling Green,-3.5
5,2021-01-27 17:00:00,The Citadel,Wofford,8.5
6,2021-01-27 17:00:00,La Salle,Rhode Island,7
7,2021-01-27 18:00:00,Fordham,Duquesne,6.5
8,2021-01-27 18:00:00,Florida State,Miami-Florida,-11
9,2021-01-27 18:30:00,Florida,Vanderbilt,-12.5
10,2021-01-27 19:00:00,VMI,Western Carolina,0
11,2021-01-27 19:00:00,South Carolina,Georgia,-5
12,2021-01-27 19:00:00,Seton Hall,Creighton,2
13,2021-01-27 19:00:00,Providence,Marquette,-2
14,2021-01-27 19:00:00,UNC Greensboro,Mercer,-5
15,2021-01-27 19:00:00,Ohio St.,Penn St.,-7
16,2021-01-27 19:00:00,Notre Dame,Virginia Tech,1
17,2021-01-27 19:30:00,Northwestern St.,New Orleans,-1.5
18,2021-01-27 19:45:00,Central Florida,East Carolina,-5.5
19,2021-01-27 20:00:00,Incarnate Word,Houston Baptist,-2
20,2021-01-27 20:00:00,Nicholls State,McNeese St.,-13.5
21,2021-01-27 20:00:00,Texas A&M-CC,Sam Houston St.,9.5
22,2021-01-27 20:00:00,NC State,Wake Forest,-7.5
23,2021-01-27 20:30:00,Abilene Christian,Stephen F. Austin,-2.5
24,2021-01-27 20:30:00,Arkansas,Mississippi,-4.5
25,2021-01-27 21:00:00,Baylor,Kansas State,-23.5
26,2021-01-27 21:00:00,Southeastern Louisiana,Central Arkansas,1
27,2021-01-27 21:00:00,DePaul,St. John's,1
28,2021-01-27 21:00:00,Colorado,Washington St.,-16
29,2021-01-27 21:00:00,Maryland,Wisconsin,3.5
30,2021-01-27 21:00:00,Clemson,Louisville,-1.5
31,2021-01-27 21:00:00,Colorado St.,Boise St.,3
32,2021-01-27 21:00:00,Missouri St.,Drake,4
33,2021-01-27 23:00:00,UNLV,Utah St.,7
34,2021-01-27 18:00:00,Cincinnati,Wichita St.,
35,2021-01-27 19:00:00,George Mason,George Washington,
36,2021-01-27 19:00:00,Mercer,Samford,
37,2021-01-27 19:00:00,East Tennessee St.,Chattanooga,
38,2021-01-27 19:00:00,South Florida,Temple,
39,2021-01-27 19:00:00,VCU,Massachusetts,
40,2021-01-27 19:00:00,Penn St.,Michigan,
41,2021-01-27 21:00:00,Clemson,Boston College,
0,2021-01-28 13:00:00,LIU,Merrimack,-6
1,2021-01-28 17:00:00,Southern California,Oregon St.,-12.5
2,2021-01-28 19:00:00,Rutgers,Michigan St,-3
3,2021-01-28 19:00:00,Texas-San Antonio,Texas-El Paso,-1.5
4,2021-01-28 19:00:00,Southern Miss,Louisiana Tech,7
5,2021-01-28 19:00:00,Valparaiso,Bradley,5.5
6,2021-01-28 19:00:00,Winthrop,UNC Asheville,-12.5
7,2021-01-28 20:00:00,Southern Methodist,Memphis,-4
8,2021-01-28 20:00:00,Kansas,Texas Christian,-14
9,2021-01-28 20:30:00,Murray St.,Tennessee St.,-12.5
10,2021-01-28 20:30:00,Jacksonville St.,Morehead St.,-3.5
11,2021-01-28 21:00:00,Austin Peay,Belmont,5.5
12,2021-01-28 21:00:00,Tenn-Martin,Eastern Illinois,8
13,2021-01-28 21:00:00,Middle Tennessee St.,UAB,10.5
14,2021-01-28 21:00:00,SE Missouri St.,SIU Edwardsville,-3
15,2021-01-28 21:00:00,San Diego,Gonzaga,28.5
16,2021-01-28 21:00:00,Idaho,Weber St.,11.5
